file,Number,lhs,match,rhs,subtype2,verb
2004,210,who gets a lot of semifunny gags involving mud pies . Charlie Brown is more,into,"golf than baseball , and he says , `` Great Scott ! `` , not",INTEREST,BE
1995,32,? `` she asked. `` She 'd be up for it . She 's,into,good-looking men. `` Matt sat on the floor beside Stevie. `` Maybe,INTEREST,BE
2004,33,"are , how they could walk into a room and command attention . I 'm",into,grandeur and being overthe-top but also having a wonderful spirit and a sense of giving,INTEREST,BE
1993,34,"somewhere warm and grassy , a bunch of typical blonde haired farm kids who are",into,"growing super large cucumbers for the County Fair ... you know the State Fair ,",INTEREST,BE
2002,35,"Decker has been killing cats and dogs . And Normie Sellars , he 's totally",into,"guns . But you- you- `` She has yet to glance my way , while",INTEREST,BE
wlp_1990s_iuw/mag_1994_410746.txt,2011,"shows in the peep houses could be illegal under the state obscenity law . "" When "" performers "" get",into,"hard-core performances , they 're engaging in acts where the New York state obscenity law reaches , "" says",INTEREST,GET
1993,36,"to make amends. `` The President , `` said one aide , `` is",into,"healing. `` The come-from-behind win on NAFTA , Clinton 's advisers insist ,",INTEREST,BE
wlp_1990s_iuw/fic_1992_40349.txt,2092,"wheels . In this regiment , it is harder to make corporal than it is for a Hindoo to get",into,"heaven . You 're for company duty as of today .... Dismiss the detail . "" And he turned",SPACE,GET
1994,212,through which youngsters here have come to understand each other. `` Skins are,into,"heavy metal , `` 17-year-old Laszlo had explained at Club Basement in Miskolc. ``",INTEREST,BE
1991,213,"hip-hoppers , guys from the New York club scene or boys in Alabama who are",into,"heavy metal , `` in the words of one editor . Getting Dirt into",INTEREST,BE
wlp_2000s_iey/fic_2002_30972.txt,1343,notice her by putting herself up on @ @ @ @ @ @ @ @ @ @ What had gotten,into,"her ? Margalo said , "" It 's Jennet Jourdemayne , "" which explained nothing to anybody other than",FIXED_EXP,GET
wlp_1990s_iuw/fic_1993_1040074.txt,958,"tried to apologize for Lenora . "" Honestly , "" he protested , "" I ca n't imagine what got",into,"her . Perhaps it was the surprise . "" "" You did n't tell her ? "" Queen Milda",FIXED_EXP,GET
1993,214,"sister , Lucinda , was in high school , too , but she was deep",into,her artistic interests and too appalled by the very idea of war to talk about,INTEREST,BE
wlp_1990s_iuw/fic_1993_1040057.txt,1556,". Sometimes he 'd say , "" I 'm going to sleep with Leah , "" and he 'd get",into,"her bed , huddle against her back , put his cheek on her shoulder , and fall asleep .",SPACE,GET
wlp_1990s_iuw/fic_1999_44502.txt,1093,"@ . She did n't want to go back outside , where all the fallen people were . She got",into,"her bed upstairs and pulled the covers over her head , but she felt much too nervous to keep",SPACE,GET
wlp_1990s_iuw/fic_1997_42345.txt,839,", this is something to do . "" We shared the cigarette , then stamped into the garage and got",into,"her car , the make of which I can not remember . She was not a woman who would",SPACE,GET
wlp_2000s_iey/fic_2001_30719.txt,801,""" "" Do n't do me any favors , "" Lizzie said , but she was grinning as she got",into,her car and headed to the Fisher farm . The Fishers ' front yard was crowded with a squad,SPACE,GET
2005,216,began to tick off her fingers as she continued. `` Mrs. Tibbett was well,into,"her cups when I arrived , and she continued to nip at her bottle of",SPACE,BE
1999,217,into the tile . By the time she was on her feet she was already,into,"her dance , sashaying up the remaining two steps and across the stage , her",ACT_SIT_STATE,BE
wlp_2000s_iey/fic_2009_36816.txt,2444,. Someone was just pulling a joke . <p> But who would do that ? And how would they get,into,her house ? She had n't given a key to anyone . <p> Kaycee edged toward the table sideways,SPACE,GET
2005,219,. The relatively monastic environment seems to have spurred her productivity . She 's deep,into,her next novel-about a couple who fall back in love after getting divorced-and is finishing,ACT_SIT_STATE,BE
wlp_1990s_iuw/fic_1993_25016.txt,1392,"mother 's bedroom . Mrs. Patterson was lying across the bed , sleeping deeply . She had n't even gotten",into,"her nightgown , but had fallen into bed in her slip . She looked exhausted . Hadley was supposed",CLOTHES,GET
wlp_2000s_iey/fic_2004_31507.txt,1066,"peace with the miserable bitch . "" She laughed harshly and then it turned into a sob . She got",into,"her purse , found a tissue , and dried her eyes . Brass and Atwater exchanged raised eyebrows .",SPACE,GET
2005,220,make me listen to something unless it 's worth my time. `` Mona was,into,"her rant now , imprinting her brand of muscular encouragement on the massed contestants .",ACT_SIT_STATE,BE
wlp_2000s_iey/fic_2000_29246.txt,1915,When she @ @ @ @ @ @ @ @ @ @ bar and headed for the back to get,into,"her street clothes . A few minutes later , the bartender , a University of Missouri wrestler named Rick",CLOTHES,GET
2007,222,Was he upset about it ? Why did she even care ? She was deep,into,"her thoughts when a movement caught her eye , and she turned her head .",ACT_SIT_STATE,BE
wlp_1990s_iuw/fic_1993_13559.txt,1127,"an average Wednesday morning , and she got upgot dressed , put on her grandmother Nike walking shoes , got",into,her two-door Fordand drove around the block to parkin an empty lot next to Wendy 's House of HamburgersWendy,SPACE,GET
2005,38,get Piper in any kind of trouble by saying her heart hadn't been totally,into,"her work tonight. `` By the way , I 've set up a meeting",INTEREST,BE
1995,39,"? `` the woman asks. `` Yes , so different . Minerva was always",into,her wrongs and rights. `` Dedi realizes she is speaking to the picture of,INTEREST,BE
2005,40,"that. `` O.K. , but if you want to know what boys are really",into,here 's a tip : try girls .,INTEREST,BE
2001,223,", even if that 's what he was compared to her ; we were barely",into,"high school , whereas she was almost done. `` What if it 's just",TIME,BE
2001,224,End for Barbra Streisand ) . The crowd at that landmark Monterey festival was more,into,"high-energy rockers like Janis Joplin , for whom performing was as intoxicating as the heroin",INTEREST,BE
1996,225,"that we found is that when they come in through high school , they are",into,higher education . We are not getting the achievers into the factory elements . We,ACT_SIT_STATE,BE
wlp_2000s_iey/fic_2006_50944.txt,1289,"but not arrogant either , a competent guy who pushed the patients through on schedule . But something had gotten",into,"him - he was way too interested in her case . He filled her afternoon with expensive MRIs ,",FIXED_EXP,GET
wlp_2000s_iey/fic_2003_31271.txt,713,"up and down and making the truck rock on its springs . "" I ca n't imagine what 's got",into,"him , "" said Marlene to Rose with feigned innocence . "" He 's usually so well-behaved . """,FIXED_EXP,GET
1993,226,"Before Martine could get the barrel pointed back in my direction , the blades were",into,"him , silver into scarlet . He screamed once . That done , the blades",SPACE,BE
wlp_1990s_iuw/fic_1995_39372.txt,823,"truly a trial . Once a year , on one of his good days of course , the devil got",into,him and transformed him into a completely different person . A restless person . An adventurer . A man,MIND,GET
2009,41,booming music. `` I do n't think it 's him . He 's just,into,"himself. `` `` Yeah , and who can blame him ? ``",INTEREST,BE
2005,229,"sing , what kind of group they wanted to be . Keesha and Toya were",into,hip-hop . Mimi 's tastes fell more on the soul side . She idolized those,INTEREST,BE
2000,228,Roberts and Ulen insinuating that these are the only three things a woman who is,into,hip-hop can be ! I organize the largest hip-hop DJ battles across the U.S . I,INTEREST,BE
wlp_2000s_iey/fic_2004_49340.txt,665,"@ @ @ @ @ @ @ @ @ it to Wilson , then walked away . Once he got",into,"his apartment , Wilson found Ellen rocking Jason in the rocking chair by the front window . Jason was",SPACE,GET
2006,230,skills to walk him through this very sort of situation -- but one of the rebels was,into,"his backpack now , spilling the notebooks and Zeiss-Jena binoculars into the road , then",SPACE,BE
wlp_1990s_iuw/fic_1994_41228.txt,2500,"as if he were inhaling a sigh . On the one hand , he wanted nothing more than to get",into,"his car , and , with the Bierstadt tucked safely on the seat beside him , gain the @",SPACE,GET
wlp_1990s_iuw/fic_1993_53804.txt,1246,relief of the mountains before the sun-boiled stretch of the California central valley . He crossed the street and got,into,"his car , the vinyl hot through his jeans , sweat seared to him . He watched his foot",SPACE,GET
wlp_1990s_iuw/fic_1996_16178.txt,2628,a little snake in his hand to the squeamish delight of the girls . Geraldine hugs Serling and he gets,into,"his car and drives away . EXT . ROAD , DAY Serling has pulled his car over to the",SPACE,GET
wlp_2000s_iey/fic_2005_780525.txt,2681,"a very nice lady . Marion goes to his car . He helps out Jane and Amanda , then gets",into,his car and drives away . EXT . THE PARKING LOT --  SUNRISE Talley stumbles out of the room,SPACE,GET
wlp_1990s_iuw/fic_1991_53361.txt,757,he would feel the desire to leap rising into his mouth like the metallic taste of lust . He got,into,his car and drove rapidly away . <p> The Dean greeted O'Reilly warmly and then sat down at his,SPACE,GET
wlp_1990s_iuw/fic_1998_16034.txt,2655,out the front door . 76 EXT . THE GOOD BUY SHOPPING NETWORK - PARKING LOT - DAY McBainbridge gets,into,his chauffeured Bentley Turbo . Section Details 77 INT . BENTLEY - DAY Mcbainbridge unfolds his Wall Street Journal,SPACE,GET
wlp_2000s_iey/fic_2008_36225.txt,1841,""" Ella noted softly . "" It 's a toss-up what he wants to do more right now -- -puke or get",into,"his cruiser and put some serious distance between him and this place . And , if my own experience",SPACE,GET
wlp_2000s_iey/fic_2002_47231.txt,691,"little village . On the Sabbaths , my father preached in the adobe-walled church . On weekdays , he got",into,his dusty work clothes and ground corn on a little grist mill turned by a @ @ @ @,CLOTHES,GET
2006,233,"she told the congregation she was looking for a post-Christmas retreat , but he was",into,his early eighties and perhaps had forgotten promising the space to a grandkid . She,TIME,BE
2001,42,"'' Oh , fine . Jack 's got a new girlfriend . Peter 's still",into,his electric trains. `` Mum fed Mel a piece of the sandwich . She,INTEREST,BE
wlp_2000s_iey/fic_2002_28817.txt,1782,"? "" "" No . "" Probably that 's a crime too , he thought . He managed to get",into,"his jacket , looked around the room one last time . Not so bad . Now that he 'd",CLOTHES,GET
1990,235,he had to . The minute he was home from the insurance company it was,into,his jeans and tank top . I hated it . I always thought he was,CLOTHES,BE
1996,236,ofhis hometown ; they had been slashed and eaten by thosesorcerers . He was deep,into,his memories when he wasstartled back to the present by the woman 's words .,ACT_SIT_STATE,BE
1994,43,"Avogadro did n't want the coppers to unearth her . Besides , she'd been",into,"his methanol again and was blind drunk. `` Order , order , ``",SPACE,BE
wlp_1990s_iuw/fic_1992_53594.txt,2632,"I wo n't give him the satisfaction . "" <p> It is too early to milk , but Roy gets",into,"his milking clothes and waits by the picture window for first light . <p> On Thursday , Jim brings",CLOTHES,GET
wlp_1990s_iuw/fic_1993_25037.txt,2448,instinct to cross-examine everyone in the building . Surely someone would have seen somebody come up | here and get,into,"his office . And if they had n't , that too would tell him something . But he could",SPACE,GET
wlp_1990s_iuw/fic_1999_55356.txt,1021,"strap over his shoulder . He walked in Mira 's direction , passed very near her car , and got",into,his own car parked farther down the street . She followed him downtown to a street near the city,SPACE,GET
2005,239,"was one of our favorite spots . That day , however , Landry was deep",into,"his own head , inspired in a way I had never seen him before .",ACT_SIT_STATE,BE
1991,44,"takes the papers , reads ; becomes convinced and excited . Immediately he 's off",into,his own world of products and profits . DR. WALLACE The control of human,SPACE,BE
wlp_2000s_iey/fic_2005_30446.txt,940,"the standup fan so that it blew directly on her carpet bed , and exited the house . He got",into,"his Pontiac and went down to Georgia , where he drove north , toward the office . There he",SPACE,GET
2009,45,. `` Why would anyone want to sabotage the dam ? It was deep,into,"his property , and he had n't diverted water that was needed by anyone else",SPACE,BE
1993,242,", either in person or on the system board , but by then he was",into,"his second beer , and after thinking about it , he just shook his head",SPACE,BE
wlp_1990s_iuw/fic_1993_1040058.txt,581,Erik was furious . He ordered me to remain in the outer hall . He took both Caylis and Megot,into,"his sleeping chamber with him . "" "" He does n't deserve you , Sarla. "" | Sarla shrugged",SPACE,GET
2002,244,of technical savvy . That certainly does not describe Armey. `` The Congressman is,into,"his toys , `` a young staff assistant named Kendall says of Armey as he",INTEREST,BE
wlp_2000s_iey/fic_2003_48449.txt,1055,""" Jeff said . "" "" Seven o'clock , "" Bigelow said by way of an answer . He got",into,his truck and sat pointedly waiting for them to leave . It was about ten after seven when they,SPACE,GET
wlp_1990s_iuw/fic_1997_54607.txt,1218,"father standing on the front walk , glowering . The next morning was Saturday , and he and Carmine got",into,his venerable Buick to go down to the electronics store at the mall . The girl hardly looked at,SPACE,GET
wlp_2000s_iey/fic_2002_46650.txt,1394,else was out in their yards . So where had the dog come from ? And how had it gotten,into,"his yard anyway ? There was a picket fence all along the front of the roses , and a",SPACE,GET
1997,47,'ve gleaned through years of doing every type of activity imaginable . Whether you 're,into,"hoops or yoga , pumping iron or pumping pedals , we found a trainer who",INTEREST,BE
2001,48,"we do . Oh , we own real ones and some art . I am",into,"horoscopes , and so I did each kitty 's chart . But recently I met",INTEREST,BE
2002,245,"Spooky stuff , the dark side of things . As a kid he was always",into,"horror movies , really gross stuff , the grossest . His senior year in high",INTEREST,BE
wlp_2000s_iey/fic_2005_50150.txt,1010,"Professor saw no solution . Hunger . Like an FBI psychopath-tracker trying to get inside his man , Rick got",into,hunger . He ate . He ate without utensils . He ate a lot . He made himself feel,INTEREST,GET
wlp_2000s_iey/fic_2003_28258.txt,2018,@ whip around the space mine and exit with enough velocity to escape the dovin basal 's gravity and get,into,hyperspace before the other flight of coralskippers could overtake him . But the dovin basal was more powerful than,SPACE,GET
2006,247,"advertiser-coveted 18-49 group . But most notably this season , teen girls are really",into,"Idol worship . Of the 166 six-network programs so far this season , Idol draws",INTEREST,BE
wlp_2000s_iey/fic_2009_36579.txt,2533,"@ you already have a head , "" he answered . "" God only knows the trouble you 'd get",into,"if you had a second . "" <p> "" Lud , not that sort of head , "" she",ACT_SIT_STATE,GET
1991,248,"the racetrack , Cinderella at the fancy dress ball Take your pick -- I was",into,"images then . More than anything else in the world , I wanted to be",INTEREST,BE
2001,49,I hear it has to do with the saurs `` longevity . They 're back,into,immortality research. `` I glanced up at the ceiling. `` Wonderful. ``,INTEREST,BE
wlp_2000s_iey/news_2001_661993.txt,2287,Japanese defenders . That is going to be one of the characteristics of whatever combat we 're going to get,into,"in Afghanistan . "" <p> Ambrose was at New Orleans ' National D-Day Museum Wednesday as it announced plans",ACT_SIT_STATE,GET
wlp_1990s_iuw/news_1995_641081.txt,2007,"some of whom , like me , were training to invade Japan and knew what they were going to get",into,"in invading the Japanese homeland . It would have been at least as bad as , and probably much",ACT_SIT_STATE,GET
wlp_2000s_iey/mag_2001_370005.txt,1870,"door while the beautiful people waited outside . I could do this because Lotus , the hardest club to get",into,"in Manhattan , let me work the velvet rope as doorman last Thursday , giving me complete control over",SPACE,GET
1998,50,"team sports , our sons with their in-line skates and snowboards are going to be",into,individual sports. `` Many analysts say the key question now is how Nike,INTEREST,BE
2008,51,"years old , a Korean American who grew up in multicultural Los Angeles and was",into,"into hip-hop , punk , and skateboarding . He was the kind of person the youth-obsessed",INTEREST,BE
wlp_2000s_iey/mag_2001_400758.txt,1614,and accumulated during her own wide-ranging travels . She collected specimens from Transylvania to Alaska and even managed to get,into,"isolationist Albania to describe its algae in 1958 . <p> With all these records , Duval wondered a few",SPACE,GET
wlp_1990s_iuw/fic_1993_25027.txt,961,"I could get to know something about a Japanese house : how it was put together , how you got",into,"it , and maybe a little about how the rooms were ? where the kitchen was , and so",SPACE,GET
2004,249,"sports craze - become parents . Generation Y , Bennett said , `` is",into,"it , and the young kids are really , really into it . They 're",INTEREST,BE
1992,52,"both been tired . It 's exam time . Besides , she hasn't been",into,"it , lately. `` He reached back to rub his neck. `` I",INTEREST,BE
1998,250,Rape is not in my repertoire . Absolutely not. `` `` She 's,into,"it , man . I 'm telling you , Melanie 's got this major thing",INTEREST,BE
wlp_1990s_iuw/fic_1999_16181.txt,2636,""" THE LETTER . "" Marty starts to dance , awkwardly at first , then loosens up and finally gets",into,"it , moving rather sensuously . &nbsp; PHONOGRAPH "" Gim me a ticket for an air-o-plane , ai n't",ACT_SIT_STATE,GET
wlp_1990s_iuw/fic_1995_52940.txt,1608,""" <p> "" There 's an open channel just there , "" Gorlen said . "" If we can get",into,"it , the tide will carry us out . "" <p> "" But the tide 's still at peak",SPACE,GET
wlp_2000s_iey/mag_2005_397305.txt,2509,"A man is more likely to say , ' Yeah , I want to have sex , let 's get",into,"it . ' A woman is more likely to say , ' Yeah , I want to talk dirty",ACT_SIT_STATE,GET
wlp_2000s_iey/news_2006_618167.txt,753,both enjoy because of their ages . But it really is something for all ages because we all really got,into,"it . "" <p> --  Heather Johnston , mother of two , Buford <p> "" I am a medieval",INTEREST,GET
wlp_1990s_iuw/news_1997_653774.txt,2502,invest millions of dollars on something that is n't affecting me . My customers will tell me when to get,into,"it . "" <p> Chart : "" From Warehouse to Your House "" Criticizing supermarket inefficiences , several start-ups",INTEREST,GET
wlp_1990s_iuw/mag_1997_389121.txt,2364,"in the number of writers , Ray concludes , the field is wide open for those who want to get",into,"it . "" Act now and do n't put it off , "" she says . Anita Richmond Bunkley",ACCESS,GET
wlp_2000s_iey/fic_2000_38701.txt,848,"got going he would let out little cries and whispers . Elsa liked to talk dirty , once she got",into,"it . <p> Out on the porch , Cooper was sitting in the swing with the dinosaur beside him",ACT_SIT_STATE,GET
1995,264,DUM-DUM-DUM-DUMMM -- the opening of Beethoven 's `` Fifth `` . The kids are really,into,it . All but one . -- 63 -- YNTEMAHow lame . Holland turns,INTEREST,BE
2007,265,if you were going to a birthday party. `` And Gary was absolutely,into,it . He was cogent and cognitive and with it . He was very much,INTEREST,BE
1990,251,"would n't ever come out I did n't have to . Oh , I 'm",into,it . I go sky diving for the full effect . It 's a real,INTEREST,BE
1998,252,the best first moves to make when you 're just not sure if he 's,into,"it . Ihere , your complete gnide to the seven secret wonders of his world",INTEREST,BE
wlp_1990s_iuw/fic_1992_53517.txt,543,'s feet . <p> Our rooms adjoined . Through the wall I could hear the bed creak as she got,into,"it . She sighed . Clink , the water glass , her reading glasses . I was in bed",SPACE,GET
1992,266,"which was what Julie seemed to want , too , except that she was really",into,"it . She used both me and her hand , and she came with a",INTEREST,BE
1993,53,on this thing . People you 'd never think of as risk players are deep,into,"it . The Austins have shares , and Carl and Alice , Anderson at the",INTEREST,BE
2000,267,"there was some crust caked on his mouth corners , but I pretended to be",into,"it . Then I pulled away , stood up , mimed slamming the car door",INTEREST,BE
wlp_1990s_iuw/fic_1993_25031.txt,1241,", "" he said . Soon he and Carl Mack were singing a song . Then Mr. Roy Melvin got",into,"it . They sang and played harp and guitar . "" That 's what we need in the church",ACT_SIT_STATE,GET
2009,268,it be a hoot if that were his name though anyway -- talk about being,into,"it . This thermometer though , Grayson thought , huge spots of eclipsing fanal exploding",INTEREST,BE
1999,253,"over the walls . It 's just for seventh- and eighth-graders , but everybody 's",into,"it . This year they 're having it in the boys ' school , in",INTEREST,BE
2009,270,". I was n't eager to remove my implant , but my dentist was really",into,"it . WHAT WAS YOUR WORST HANGOVER ? There just gave $ 100,000 to my high",INTEREST,BE
2003,271,knew it was trendy and all . The women at the country club are really,into,"it . When Helen Weymouth gave me your name , she went on and on",INTEREST,BE
wlp_1990s_iuw/fic_1990_53199.txt,2117,"wanting you , "" Mercer said . <p> "" Do n't that figure . Him and that dozer feller get",into,"it already ? "" <p> "" Old Abe 's half-drunk is all . "" <p> "" I would n't",ACT_SIT_STATE,GET
wlp_2000s_iey/mag_2005_427890.txt,998,"did n't get into acting to have a moment , "" the 30-year-old actress shyly demurs . "" I got",into,"it because of people who 've inspired me , like Judi Dench , Holly Hunter , and Jodie Foster",INTEREST,GET
wlp_2000s_iey/mag_2002_397762.txt,1097,out with just a group of friends . Now our clique has about 20 girls in it . I got,into,it because the girl who 's the head of the group is my play sister . One of the,ACCESS,GET
1995,255,and see him playing air guitar like he was on MTV . He was so,into,it he always tossed off the bundles at the wrong corners . Those poor carriers,INTEREST,BE
2002,257,"was throwing a bash , too , and last I heard he and Paula were",into,it hot and heavy . I put the odds of her showing up at Jodi,ACT_SIT_STATE,BE
wlp_2000s_iey/fic_2002_46649.txt,2049,"More dead giants ? "" <p> She shook her helmeted head impatiently . "" No . Let 's not get",into,"it just now , all right ? Just keep your eyes open and your mouth shut . In fact",ACT_SIT_STATE,GET
1999,258,"never into this shit , `` I said . He grinned. `` Everyone 's",into,it now . Why not me ? Wanking away and pretending it 's sex .,INTEREST,BE
wlp_2000s_iey/fic_2001_45942.txt,2048,"get hurt , it would be the puppies . One thing I know for damn sure , two people get",into,"it over a dog , the loser will be the dog . <p> But I do n't want any",ACT_SIT_STATE,GET
wlp_2000s_iey/fic_2003_27439.txt,1448,""" I was afraid Mitchell was going to slap George 's hand away and the two of them would get",into,"it right there , but Mitchell only glared @ @ @ @ @ @ @ @ @ @ both",ACT_SIT_STATE,GET
2002,55,pleasure . Any time . just give her the word . Abby was so,into,it she 'd bought a paper and looked at the For Rents . She 'd,INTEREST,BE
wlp_2000s_iey/news_2001_616263.txt,1249,", ages 5-6 , from 1992 . It marks Peaden 's plunge into youth baseball . <p> "" I got",into,"it to coach my kids , "" Peaden says of his three sons , now 15 , 12 ,",INTEREST,GET
wlp_1990s_iuw/fic_1993_53801.txt,1563,other player 's ball as far away as possible over Dad 's neatly trimmed lawn . Usually I 'd get,into,"it with him , but that night I was n't in the mood . I tried to send his",ACT_SIT_STATE,GET
1995,259,", toward the lobby . He turns back one more time -- Arden is still",into,"it with the career girls . ARDENI teach at Harvard , Comparative Anthropology .",ACT_SIT_STATE,BE
1998,260,"in Boston , had sex with Reuben for the first time , he was so",into,"it yet awkward that at one point , he actually slid on their combined sweat",INTEREST,BE
2002,262,"we thought , Hell , let 's let them do it . They were so",into,"it-all like little movie stars . V. TURN ON THAT HEARTLIGHT MacNAUGHTON This incredible ,",INTEREST,BE
2002,263,I sat down on the pool steps for some solo fun . I was so,into,it-moans and all-that I did n't notice my parents walk up . When they asked,INTEREST,BE
2001,56,"in the middle of winter in Michigan . From that moment on , I was",into,it. `` Sidebar,INTEREST,BE
2009,57,"the opium business is booming , it doesn ? t necessarily prove the terrorists are",into,"it.44 `` Our reporting was they were very worried drugs would corrupt their movement ,",INTEREST,BE
1996,272,"was for adults , and lowbrows could stay home . But now that rock is",into,"its 40 's , producers in search of a younger audience -- if not teen-agers",TIME,BE
2001,273,"North Carolina and Tennessee . It is mid-June , and the squad he serves is",into,its 63rd game on a schedule that could surpass 100 by summer 's end .,ACT_SIT_STATE,BE
1996,58,"debt ceiling , welfare reform and spending bills for a fiscal year that is already",into,its fifth month . Senators are grumbling that while Dole campaigns from Arizona to the,TIME,BE
2000,59,"jaguars-more than in any other study , Manterola told me . The project is also",into,"its fifth season , already longer than any other radio-tracking project . As we",TIME,BE
1997,274,Pies and Tarts `` ( `` La Passion des Tartes `` in French ) was,into,its fourth printing as 1996 drew to a close . A compendium of lavishly photographed,ACT_SIT_STATE,BE
2000,275,be trading in our PCs for quantum laptops anytime soon . Quantum computing is barely,into,"its proof-of-principle stage , with a long way to go before it evolves even to",TIME,BE
wlp_2000s_iey/fic_2006_26997.txt,1909,for talking while Principal Gupta was giving everyone some very important information about the percentage of AEHS graduates who get,into,"Ivy League colleges . "" Well , "" Lilly said . "" No , that did n't happen .",ACCESS,GET
2003,277,"Washington , D.C. back during the Johnson administration . One of Johnson 's secretaries was",into,"jazz , and she would have these parties at her house . One night I",INTEREST,BE
2002,280,30 I found myself thirsting for a less abstract religion . I 'd always been,into,"Jewish mystical stories , Hasidic stories . Then I discovered Sufism . All Sufi stories",INTEREST,BE
wlp_1990s_iuw/fic_1993_25004.txt,992,so I stayed with the companies until I seen what the Major was a-doin ' and how greed had got,into,Jocko 's blood . Ai n't but a question of time afore this is all ruint and the redskins,SPACE,GET
wlp_2000s_iey/fic_2000_30359.txt,2538,She loved the job and became the women 's page editor . She could not wait for me to get,into,"junior high to put it into my mind to try for the school newspaper . But , of course",ACCESS,GET
2008,281,had to be kidding . But this was n't a guy who was,into,kidding around . He was a businessman . And somehow she,INTEREST,BE
1993,282,whizzing around in those little gold tuxedos on their ice skates . She might be,into,kids as pets but she 's not | into pets as pets . She 'd,INTEREST,BE
2000,60,"KISS mystique , `` Scott says. `` A lot of people know I 'm",into,"KISS , but not everyone knows I do this . It hides your identity and",INTEREST,BE
wlp_1990s_iuw/mag_1998_400611.txt,1489,"about : infections of the vagina and bladder , fibrous growths in the breasts ( we wo n't even get",into,"labor pains ) . In part , we have our anatomy to thankmammary glands , enclosed genitalia and a",ACT_SIT_STATE,GET
wlp_1990s_iuw/mag_1994_408034.txt,1874,"evaluation officer at the North York ( Ontario ) Board of Education , explains her board 's decision to get",into,"largescale language and math testing this way : "" Parents had indicated to us that they wanted something more",INTEREST,GET
1993,283,guy named Bundy . He buys some little stuff from me but mostly he 's,into,Lincoln . For about forty years . He 'd be as likely to know as,INTEREST,BE
wlp_1990s_iuw/fic_1998_44230.txt,1566,"expect an answer . "" Well , "" I said finally . "" I want to be able to get",into,"Little Rock . "" <p> The Colt winked at me and reached into one of the covered crates .",SPACE,GET
2006,62,girls who have a positive attitude and like to have fun . I 'm really,into,low-maintenance women. `` DO A LITTLE DANCE ... `` My girlfriend and I are,INTEREST,BE
wlp_2000s_iey/fic_2007_33953.txt,794,"@ . "" We all went head-down into the cold . Connie locked the office door , and we got",into,"Lula 's red Firebird . Lula cranked the engine over , hip-hop blasted out of the CD player ,",SPACE,GET
2000,284,"diverse than mine -- maybe you dabble in digital photography , or your kids are",into,M music -- my guess is that you 'd have to look hard to notice,INTEREST,BE
1994,63,"there , so much emotion . Besides , we 're gay , and they 're",into,"major fag-bashing out there. `` `` Cubans freak out over everything , ``",INTEREST,BE
wlp_1990s_iuw/mag_1996_383240.txt,1852,"it 's the same people . If you ca n't deal with that , believe me , do n't get",into,management . Why would a manager be fearful of getting rid of incompetent workers ? It 's easy to,INTEREST,GET
wlp_2000s_iey/mag_2005_397558.txt,1233,"that he had never put into storage , and he went where he was needed . When he finally got",into,"Manhattan , he drove to his old fire-house in Harlem , boarded a commandeered city bus , and made",SPACE,GET
2005,285,they see it advertised . It 's a very difficult question because we are so,into,"marketing that the marketing people think they are the creators , that they know what",INTEREST,BE
wlp_1990s_iuw/fic_1993_53860.txt,577,"nod and listen to what he is really saying . <p> Rakeem says , Do you know that I got",into,Math 3 ? Did you hear that shit ? Ai n't that some good shit ? <p> He smiles,ACCESS,GET
2005,286,'' Are you and Adam in classes together ? `` `` No . He 's,into,math and baseball . I like speech and debate. `` `` Debate . Is,INTEREST,BE
wlp_2000s_iey/fic_2006_51125.txt,1287,"son is an ideal candidate . "" So , Denny got the blue ribbon in math . He got so",into,math that he stayed inside almost all the time . He hardly wanted to play with his friends anymore,INTEREST,GET
wlp_1990s_iuw/fic_1998_44222.txt,639,"wheels in the ceiling . Accordion walls , they were called . <p> "" I do n't know what got",into,"me , "" Mom said , as I rubbed the tip of an eraser against the wooden surface @",FIXED_EXP,GET
wlp_1990s_iuw/fic_1996_30482.txt,621,"everywhere . Hemingway stood . "" I 'm sorry as hell , Jorge . I do n't know what got",into,"me . "" Pasquel said something in Spanish --  some kind of quip , obviously , because Hemingway laughed",FIXED_EXP,GET
2007,289,", Jonathan Small Q . When I first start dating a guy , he 's really",into,"me . But once we get into a relationship , my high-maintenance side starts to",INTEREST,BE
wlp_1990s_iuw/fic_1993_25023.txt,2148,"! Well , you know me , I 'm big and fat and it 's hard for fear to get",into,"me . Hey , Husni , ' I shout , so you 're a big man now , are",MIND,GET
wlp_1990s_iuw/fic_1994_54032.txt,1195,"there a long time like that , until I guess I got bored . Until whatever it was that got",into,me got out of me and I went back to where my pajamas were lying on the ground .,FIXED_EXP,GET
2001,65,out for drinks . It was so refreshing to know for sure that he was,into,me. `` Break it if ... * He 's so painfully shy or confidence-challenged,INTEREST,BE
wlp_2000s_iey/mag_2000_411047.txt,1224,"Melbourne . ( Vi also has two older siblings , sister Christine and brother Khai . ) "" She got",into,"Melbourne University , which is very competitive . "" After earning her bachelor 's degree in economics in 1981",ACCESS,GET
1994,67,is n't really shit . I was n't thinking psychology right then . I was,into,metaphysics . I was staring through a piece of 20 industrial-tinted glass at the sunset,INTEREST,BE
1992,291,"belly . This man , who as a boy looked like an angel , is",into,middle age . I look away . I do n't want to see him this,TIME,BE
1992,68,a story too close to the center of stories . I'll be deep,into,middle age when the cicadae swarm again . Barring the diseases that come with bad,TIME,BE
